original,result
1101011110001001,ok
0111111101000101,ok
0011001110110011,ok
0010001101010100,fail
0011100010111000,ok
0000101000001100,fail
1111100010010110,ok
0000001100001010,fail
1000000101000111,ok
0100110100011111,ok
1101111110010010,ok
0000010110100000,ok
0100010011000001,ok
0011101111001110,ok
0111110101000010,fail
0011110011001111,ok
0111000000110100,ok
0011110111010000,ok
0011111011010001,ok
0000100110010111,fail
0111010101101111,ok
0101100011100010,ok
0111110100100101,ok
0101000011010110,ok
0001010000001011,fail
0000101110011001,ok
1001000101110101,fail
0001001110100001,ok
0010101100010100,ok
1000001011011101,fail
1110111101011111,fail
1110011101010011,ok
0010010000001100,fail
1000110011100101,fail
0011001100011011,fail
1000011011100111,ok
0010101000001111,ok
1010110010000010,fail
1001100011101000,ok
0110000111100001,fail
1100010011110110,fail
0010111101101010,ok
0111010000110110,fail
0111010100110111,ok
0010000000001111,ok
0010001110101100,ok
0111011100111001,ok
1000011101110111,ok
0001100100000111,ok
0111100111101100,ok
1001010001110001,ok
0110101110111110,ok
0111100111100100,fail
1000000110011111,fail
1000011010011101,fail
1010001010100101,fail
1101101100101001,fail
0010010010101100,ok
1101111011111011,ok
0100100100011101,ok
0111111001000000,ok
1010100101111100,fail
1001100111101111,fail
1001000111100011,ok
1100011010000100,fail
0011001010110011,ok
1101011110001100,fail
0111111101000001,fail
0010111110101111,ok
1010101111100111,ok
0100010000010101,ok
1000001101000101,ok
1000111111100000,fail
1110001101010100,fail
1101000010000000,ok
0011110010111000,ok
1110101010010000,ok
1111101010010110,fail
0000010100001010,fail
1000010001000110,ok
0011111010111001,ok
1111000110010010,ok
1111011100000110,fail
1110111111111001,ok
1000010101000111,fail
0100111000011010,fail
1101101110001101,ok
1111000011111001,fail
0100100011000001,ok
0110000000100110,ok
0010111111011011,fail
1101101111110110,fail
0111101100110011,ok
0011111111010010,ok
0100000011010011,ok
0100001011010101,ok
0000111010001111,fail
0111001011000110,fail
1000010001101011,fail
0111101000111000,ok
0111011111011101,fail
0111110011011010,ok
1010101011111101,fail
1001100010110111,fail
1010010111000000,ok
1010011111110111,fail
0010011010101011,fail
0110110111010101,ok
1000110111100101,ok
1101011101001010,fail
1110011001011001,ok
1010100110111111,fail
1000111011100011,ok
0111110000111010,ok
0111110100111011,fail
1101111101110100,ok
0010110010101110,ok
0010000010100001,ok
0000011011010100,fail
1111010001010010,ok
0010111110110000,fail
0011111100011010,ok
1011000011110001,fail
0000111001011001,fail
1110000111000111,ok
1100110010001101,ok
1100010010100100,fail
0010101010100110,fail
0011010100001011,fail
1101111000101000,fail
1100100110001100,fail
0100010000011010,fail
0010101101100000,fail
1000010001000010,ok
0010111010101000,ok
0101001100100001,ok
0011101100111110,fail
1110110010110001,ok
1100010011101010,fail
0011011101100000,fail
1110011110010100,fail
1001100101001100,ok
1011101011110001,ok
0011100100001010,fail
1011111111110110,ok
0011000010101001,ok
1011100001111101,fail
0011111000001110,ok
0100110100011101,ok
0000011001010010,ok
0011011010101111,ok
1100010001111001,fail
1100010111101110,ok
0101100100100011,ok
0111001000110010,ok
0011101110110011,ok
0110001000100111,ok
1000100001000110,fail
0100001010111001,fail
1111011010001010,ok
0011011010101010,ok
0100100110111101,fail
1111001110000111,ok
1111110110010001,ok
0011001111010000,fail
0000001111111100,ok
0111001101110000,fail
0110001011010010,fail
0111101000110001,ok
1000110001001010,ok
0011110010101111,ok
0010100101100000,ok
0000010011010101,fail
0100011101101111,fail
0110110001000101,fail
0000110111000010,ok
0010010100111000,fail
0000011110010000,ok
0100000010110001,fail
1010111111100011,fail
0101011000010110,ok
0110010000100100,ok
0101000011011111,ok
0110010100100101,ok
1111001000000011,fail
0100110011010111,fail
1111001110001011,fail
1001001001010000,ok
0100010111011000,ok
1000000100111100,fail
0111010100100110,ok
1000111001001001,ok
0100011011011001,ok
0100011111011010,ok
0100100011011011,fail
0010011110100001,fail
1001100101101011,ok
1000110011100000,fail
0011110000010101,fail
0011000110101011,ok
0101000000011111,ok
0100000100011010,ok
1000011100111111,fail
0011010100001101,ok
1010011101110010,fail
1010000111110010,ok
1011011101111010,fail
1001011011011110,ok
0000011001011100,fail
1101010111001111,ok
1011100011110110,fail
0011001010101010,fail
1011011001110100,ok
1011001011101001,ok
0101000000011110,ok
0011110100001101,fail
1010011111100110,ok
1000101101000011,fail
0100001100010011,ok
1011101001110100,fail
1011011011101001,ok
0100100000010000,ok
1001011111011101,ok
0101001100011011,ok
0010000111010100,ok
0001110001010010,fail
0011111010110010,fail
0110010000100110,ok
0100001010110110,ok
1001000001001000,ok
1110111110000111,ok
1110101110001100,ok
0100001010101111,ok
1111001110010101,ok
0100010010110001,ok
1110010010001001,ok
1110010011111110,fail
0010110011001110,fail
0100101010110110,fail
1110011010000000,ok
1110111011110101,fail
0111010000101010,ok
0101000011011111,fail
0001001110011100,fail
0100111110111011,ok
0111111000101111,fail
0111011000100100,ok
0111001000101100,fail
0100100110110010,ok
1001011101001111,ok
0100110010110100,fail
0000011010001110,fail
0101101011000010,ok
0001111010011011,fail
0101101111000011,fail
1001100001010000,ok
0101110011000011,ok
0011101000010110,ok
1001011100111001,fail
1001100101010001,fail
0100111110110101,fail
1000001000101110,ok
0001011010010011,ok
0100001111001000,fail
1110001001001100,ok
0000110110001100,fail
0101001010110111,fail
0110111000011100,ok
0001010010011101,ok
0111110000101010,fail
0001101010011101,ok
0111110100101011,ok
0001001010010001,ok
1001101101010011,fail
0111111100101011,ok
0010000110100000,ok
0110001011000110,ok
0100100111011100,fail
0100110011011111,fail
0100110111100000,ok
1001001001000101,ok
0100111011100001,ok
0101010000011010,fail
0101001000010000,ok
0100010010110000,ok
0110111000101010,ok
0101001010111110,fail
1011001011011110,ok
0101100010111110,ok
0100111010110010,ok
0110111000011100,fail
0101011010110111,ok
0001111010010110,ok
1100110101001110,fail
0111011010111011,fail
1000000000101100,fail
1000010000100101,fail
0110100111000010,fail
1001000100100101,fail
0010101010011000,fail
0110110101101101,fail
0011110011001110,fail
0110111000110010,ok
0010111110100100,ok
0101011111010111,fail
0110010111000011,ok
1010001001001011,ok
1010101111001001,fail
0010011100010100,ok
1010010100010110,fail
0110111100110011,ok
0000000000001000,fail
0000100010011000,fail
1000100111101101,fail
1000000011101101,ok
1000001111100000,ok
1001011101110011,ok
0111000000110100,ok
0111001000110110,ok
1101000001001111,ok
1001001111000010,fail
0001010100000011,fail
0100101011010000,ok
1001111101111110,ok
1101001001001011,fail
1111110110001001,ok
1011110111000001,ok
0111010000111000,ok
1000001101110000,ok
0001100110100100,ok
1001000101101110,fail
1000011111100011,ok
1000000011100001,fail
0011000100011000,fail
1011101010001000,ok
0001101110100110,ok
0010011100001100,ok
1100110001000111,ok
1011101010001100,fail
0010100000110101,fail
1110110001010100,ok
1100010000011110,ok
0110101010010011,fail
1011010011000111,fail
0101111010000111,ok
0011100100011011,fail
0010100101110010,fail
0001011010011111,ok
0010100000010010,ok
1010110110000101,fail
0010100100010011,fail
1011000010000101,ok
1010010101111001,fail
1010010101111101,ok
1111101001010100,fail
1101110001011000,ok
0001100010100000,fail
0010110000010100,ok
0001110010100100,ok
0001111110100111,ok
0110100110001001,ok
0011100000010001,fail
0010010100001110,ok
0111100100111101,ok
1000100101101011,fail
0101100111001111,fail
0110111000100001,ok
0110011111011101,ok
1011100001010001,fail
1011000001000101,fail
1011001100101110,fail
0111001011011100,ok
1010100011010010,fail
0010010000000110,ok
1010001010111111,ok
0000000101001110,fail
1011100110000011,ok
0100010100011111,fail
1100000010000000,ok
0001010001100110,ok
1011010011110011,fail
1001000110011111,fail
1001010100000100,ok
1010001100010010,ok
0010100110000101,fail
0010000101111001,fail
0011000010110110,ok
0111101100111111,fail
0011100000010001,fail
1011101011101110,fail
0010111010110010,ok
0111110101000001,fail
0000001101011101,ok
1010011001110101,fail
0010001010100100,fail
0010111100001101,fail
0011011000010100,ok
1100100110001101,ok
0011001000001111,fail
1110010001010110,ok
1011100010000000,ok
0011010000001100,ok
1010100001110100,ok
0011100000010000,fail
1100100110111011,fail
1100111011111110,fail
1011101101111010,fail
1011111101111110,ok
0100001000011010,fail
1100101010001000,fail
0010000101011011,ok
0010101010101100,ok
1011001001110110,fail
1100000010000100,fail
1011100011110111,fail
1100001010000110,fail
1101011011000101,fail
1001011110001101,fail
1011110011111001,fail
1011000011101011,fail
0100101000100000,ok
1111110101001011,fail
1011011111100110,ok
0101000101110101,fail
0011001010110100,fail
0001000001010111,ok
0011001110110101,fail
1101000001111111,fail
1011111111101100,fail
1101111110001101,ok
1101101110001001,ok
0011100010111010,ok
0011101001011011,ok
0111111001000010,ok
0010110010101101,ok
0101000000100000,fail
0011010010110101,ok
0100101110001101,fail
1010110111100011,ok
1110001111111010,ok
1101111110001110,fail
0001010100101010,fail
1110000100000010,fail
0011111100010110,fail
0100100000011110,fail
0111111101000011,ok
0011010100001111,ok
1000001011011000,fail
1001000111100111,ok
1110001001001110,fail
0010100010101000,fail
0000000001010010,fail
1100010111000101,ok
0000100011100000,fail
0010101110101011,ok
0011111111101110,fail
0110001010010100,fail
1100100110000010,ok
1110101110010111,ok
0011011010110110,ok
0011011110110111,fail
1110001110001111,ok
1110011000000011,fail
1101100111111100,ok
0110101001110110,ok
1111001110010000,ok
0010111010101101,ok
0100010011100110,ok
1000001101000111,fail
0100001101100111,fail
1110011000000001,fail
1000010001001000,ok
0011111100010000,ok
0110011000101010,fail
0100001000001111,ok
0011110111001111,ok
0110111000110001,ok
0011111011010000,ok
1100010101000101,ok
0011111111010001,ok
0100000011010010,ok
0001010110100000,fail
0010100100010100,fail
0001011110100010,fail
0111111111100001,fail
1010111100101010,fail
0010110100010110,fail
0010111000010111,fail
1011010110111101,ok
1011110111110100,fail
0001011101011001,fail
1100100010101010,ok
1110011000011110,ok
0010011001101000,fail
1111011111001110,ok
0001110110101000,ok
0011110000001001,fail
0100010110101110,fail
0101111110111000,fail
1000101100101100,fail
0111011100110111,fail
0001010100000101,fail
0001101000000010,ok
1000101001110000,ok
1000001100110011,fail
0101001111010001,ok
1001011000111101,fail
0111001000100001,ok
0000011110010100,ok
1010011001000001,ok
0101101110110100,ok
1100001001001010,fail
1101100000110010,ok
1101001001100100,fail
1011000110000011,ok
1000010011100000,ok
0010010110101100,fail
1010101111101011,ok
0000101101011111,fail
0100010100100000,ok
1101100110010010,ok
0001011010011011,fail
0111111100111111,fail
1110010111001100,fail
1100010011110000,ok
1000000001000000,ok
1010010101111010,ok
1001001111101101,fail
1101100100110000,fail
1101110101001010,fail
0011000010101111,ok
0111001010000110,ok
0010010001011001,fail
0011001101100100,ok
1110110110011011,ok
1100001011110101,ok
1000000101000001,fail
0011011010110100,fail
0011011110110101,fail
1101000110000011,ok
1110000111111100,ok
0000101111000110,fail
1111001110010111,ok
0011100010110110,fail
0110001000101010,ok
1101000101001011,fail
0011000010000111,fail
1110011101010101,fail
1011000011001000,ok
1110011000001010,fail
0101000000100010,ok
0011000010101010,ok
1101011110010000,fail
0100010000010010,fail
1100100010000100,fail
0101011100100011,fail
0110111000110001,fail
0010111010100111,fail
0011010110101110,ok
0100000010111001,ok
1100010111100111,fail
0010000101011011,fail
1110010111000001,ok
0000100111001100,ok
1000011101000111,fail
0011000010101000,fail
1110000100110001,fail
1101001001000100,ok
0100010100010101,fail
0000000001001110,fail
1010111110101111,ok
1100110110001000,ok
0101001100011111,fail
1110010110010010,fail
1101100110000011,ok
1110000010101111,ok
1101000011110110,fail
1111001010010010,ok
1110101010000110,ok
0110101000101001,fail
1000110000100011,fail
1011100111100111,ok
1101111110000111,fail
0110001000100100,ok
0100000111010011,ok
0111110000111011,ok
0100001011010100,fail
0100001111010101,ok
1001001101010000,ok
0100010011010110,ok
0111110000111000,fail
0011000100001111,ok
0111111000111010,fail
0001111010011111,ok
0110010011010101,ok
1001110101110100,ok
1100010001000110,fail
1011100001000011,fail
0100011100011100,fail
0011100000111000,fail
0001010111011001,ok
0000110011010000,ok
0111111100111011,ok
1001110001110001,ok
0010010010100100,fail
1101001001001111,ok
1111000001010111,fail
1101010100000000,fail
0100010000011011,fail
1101100010010100,ok
1110100011001101,ok
0010111010100111,ok
1000011101000011,ok
0011111100010011,ok
0010111110100111,fail
0011000010101000,fail
1000001011010110,ok
0100110000011100,ok
0011000110101001,ok
0011110101000010,fail
0100111000011101,ok
0011101101101110,ok
0011011010101110,ok
0011011110101111,fail
0010110000111110,ok
1101001110000111,ok
1100111111110110,fail
0011101001101010,ok
0101101000100011,fail
1111101110010101,ok
0001011111000111,ok
0011001010101001,ok
1000100101000101,ok
0011001110101001,ok
0101000000011101,ok
0011010010101010,ok
1011101011101010,fail
0001100101011110,fail
0101001000011110,fail
0011100010101110,fail
0000010111010001,fail
1011101111101001,fail
0011111101100101,ok
1110010011111110,fail
1101100110000100,fail
0101101101101110,fail
0011110111100001,fail
1000111101001011,ok
0111110010000010,ok
1011000010100011,fail
0010000111010001,ok
1110101111110110,fail
0110010100100111,fail
0111100101111110,ok
0100001010111000,fail
0100001110111001,fail
0111001000101110,ok
0000100010010100,ok
0001000000001000,fail
1010000011011111,ok
0001001010011101,ok
0010001100010001,fail
0011110010101101,ok
1111010001111001,fail
0100110010111101,ok
1111011010000111,ok
0000000011111000,fail
0000011011111100,fail
0000111100000101,fail
1000011101111000,fail
1001010111000001,fail
1010111101111110,ok
1110100111110000,ok
0100111001100100,fail
1001110001111101,ok
1000111101001011,fail
0001000001010101,fail
1010110101000101,ok
1001001101001111,ok
0110000100011001,ok
0110111100100111,fail
0000001010001110,ok
0100110100010001,fail
0100010111010111,ok
0100011111011001,ok
1000001100111100,fail
1001010001001101,ok
0100100011011010,ok
0100100111011011,ok
0100101011011100,ok
1100000101111010,fail
1010111111101101,ok
0010010101101100,fail
1000101101000001,ok
0011001010100110,ok
0100010100010011,ok
1111111001010010,ok
1100001110111110,fail
1100101110000110,fail
0100011000010100,fail
1100110110000111,ok
0000100101010100,ok
1110001111010000,fail
0010100001000100,fail
1101001010000111,fail
0100110000011010,ok
0011011111111010,ok
1010010101101110,fail
1110010101000100,fail
1101000110001010,fail
0100000010110100,fail
1110000011110110,ok
1110110110001000,ok
1110100111111011,fail
1010110101111011,ok
0100000110101101,ok
1110011011110100,fail
1110110011000111,fail
1111010111001100,fail
1001010001001010,ok
1111010010010010,fail
1111101000000110,fail
0111001001110101,ok
0101001010111101,fail
1001010101001011,ok
1101000101111111,fail
1110000010001010,fail
0101110101110010,ok
0111000000101010,fail
0100101001011001,fail
1101101101111001,ok
0001011100001011,fail
0101110011010100,ok
1011100001001010,fail
1001010101111110,fail
1111110110010101,fail
0101000010111010,ok
0001001110010010,ok
0010101100001011,fail
1111011011110000,fail
0111101000100101,ok
1011000101010101,fail
0111110100101000,fail
0010000000001110,fail
0001100110011011,fail
0111110101100101,ok
0100011110110000,ok
0101000110111010,fail
0111100100100100,fail
0110011100011101,fail
0100111010110100,ok
0111111101110010,ok
1110111010000110,fail
0001000111111100,fail
1111010011110100,ok
0010010110011110,fail
1010111101111100,fail
0110011111101000,fail
0110001001011001,fail
0010111111001100,fail
0000110010011010,ok
0111100100101001,fail
0101111011000011,fail
0101111111000100,fail
0011101110101010,ok
0111010100100011,fail
0000110010010110,fail
0000011010010001,fail
1111010010011011,ok
0000101100000101,ok
0001100110011000,fail
0101111011010000,fail
1011111101001110,fail
1000111100110011,fail
1100111001000101,fail
1000011110111000,fail
1011000101110000,ok
0011011010100110,ok
1001001000110101,fail
1001011101101110,ok
0111100111100001,fail
0010110011111110,fail
1011001001110100,fail
0011101110101000,ok
1000110100101011,ok
1001001000101111,fail
0101011010111000,ok
0111001100011101,ok
0111000001101110,ok
0101001011100001,fail
0010000010011110,fail
1000001000101100,ok
0111110000100010,ok
0001001010010101,ok
0001100010010010,ok
0111010100111110,fail
0010010011111010,ok
0100101111011101,ok
0011100110101010,fail
0101011100011110,fail
1001000001000101,ok
1001000101000110,fail
0100110111011111,ok
0100101110101111,fail
1010000001010011,ok
0100111011100000,fail
1001011001001000,fail
0101111000010110,ok
0010010110100010,ok
0100100010101111,ok
1001110101001111,ok
0100111111100001,fail
1010011101011000,fail
0101000011100010,ok
0100010110101110,ok
1001011101000111,ok
1001101001001010,fail
1001000000101101,fail
1000110000101111,fail
1010011101101111,fail
1110010001111101,fail
0000000110000110,fail
0001100111000101,fail
0000100100011101,fail
0001000010010001,ok
0100000110100111,fail
0011100110100010,ok
0001001010001011,ok
0001000111111110,ok
0011001010011110,ok
0100010000010010,ok
1000100100100011,ok
1111111011110000,fail
0110000001011100,ok
0011000011001111,fail
0010111110011001,fail
0011110000001101,fail
0111000111001010,ok
0011101000000010,fail
0011110110011010,fail
0111000011000010,fail
0101000111100011,fail
0101001011100100,ok
0101001111100101,fail
0101010011100110,ok
1111010011110111,ok
1001000100110010,ok
0101010110011111,ok
0010110110010010,fail
0101001100001111,fail
0010101011110100,ok
1011001000111000,fail
0100010101101000,fail
0111100000100000,ok
0111001111000011,ok
0110111001101110,ok
0011111011001111,fail
0001110110100101,ok
0011011000011001,ok
0001111100000101,ok
0111101100111101,ok
0001111010100010,ok
0010010100000111,ok
1011010110001000,ok
0011010000010110,ok
1001111010110000,ok
0111000111010011,ok
0011100100011011,fail
0010101010101101,ok
1100001010000101,ok
0000010011001111,fail
1111010010011011,ok
0010011010100100,ok
1010101001111010,fail
1010110001111010,fail
0000000111001001,fail
0110101000110001,ok
1000001001000100,ok
1011100101111100,fail
1101100010001011,fail
0001111101011001,fail
0010010000111111,ok
1101011111111110,ok
0100111100110110,fail
1101110110001001,fail
0011011010110011,fail
1110111111111001,ok
0011011011011111,fail
0101110101101101,ok
1111100110010001,ok
1101000100000011,ok
1000010001000110,ok
0100000000010100,ok
0000001101010010,ok
0000000100110100,ok
1101101111001110,fail
0100010010111111,fail
0011111111010000,fail
0111000100110010,ok
0111001100110100,ok
0100000011010001,ok
0000100010010100,ok
0100000111010010,ok
0100001011010011,ok
0001111110100111,ok
1010110010000011,fail
1010000111110100,fail
1100000010001101,fail
1101101101001010,ok
0111100100110111,fail
0111101010100110,ok
1011011011010000,ok
1101001011011010,fail
0001110010100010,ok
1010100000111001,ok
0001100110011101,fail
1000001101100111,ok
1001001001101111,fail
0010101000010001,fail
1110110001010110,ok
1011110010100101,fail
1101010100011001,ok
1101000001010001,fail
0100100111111100,fail
1001010111000100,ok
0010100110101001,fail
1011110011110001,fail
1110101010010001,ok
1000010101000011,ok
0011011110110001,ok
0011111000010010,ok
0110011100100010,ok
0010100000010101,ok
0100010110111011,ok
1110101110000101,fail
1000101001001000,fail
1010111110011100,ok
0010110101010110,ok
0010100000001101,fail
1100111101001100,ok
1010100010000000,fail
1110110110001001,fail
0000100111111101,ok
1011100101110001,ok
0101111000100010,ok
0010011000011101,fail
1000110101001011,ok
1110001110001010,ok
1100111001111100,ok
1111010111001001,fail
0110000100100011,ok
1111101010011000,fail
0010001000001010,ok
0111011000110001,ok
0010010000010010,fail
0100110010111110,ok
1111111011111110,ok
1011011001010001,fail
0111101111000100,ok
0100110011011000,ok
1001100001001100,fail
0001101010011101,fail
0100111111000000,ok
0000100010010010,fail
1000010001000001,fail
0100010011010101,ok
0100010111010110,fail
1000100001000011,ok
1000111101001010,fail
0100011011010111,ok
0110110011010101,fail
0111000110101110,ok
0010001010100000,ok
1110110001010100,fail
0010100010100110,ok
1010110001111000,ok
1110000001001001,fail
1011111101111100,ok
0100000100010111,ok
1010001111100001,ok
0100100100011100,ok
1101100110111101,fail
1101110111000010,ok
1101100010001111,ok
0011001010101000,ok
0101110100100001,ok
1000101001000100,ok
0011100010101011,ok
0100101101100010,fail
1111011010001010,ok
1111010011111101,ok
1111010111110001,ok
1111111010001110,fail
0111100101101001,ok
0100011111011000,ok
0100100111011010,fail
0100101011011011,ok
0100101111011100,ok
0100110011011101,ok
0100101100010010,ok
1101110110001101,fail
0011011010100111,ok
0101000100011011,ok
0110111000100000,fail
0101110000010100,fail
0000111011000010,ok
0110000101000000,fail
0001010110110011,fail
1001100001001100,ok
0100101010110001,ok
0111100111100010,fail
0101010110111011,fail
1001110001010000,ok
0000101011111101,fail
0101101010111101,ok
0000010110001011,fail
0110111001110001,fail
0000011110001101,ok
1000111000101101,fail
0101100011011011,fail
1001100101110011,fail
1010110011110001,fail
0011100010100010,ok
0011000010100010,fail
0101000111001101,fail
1001110101010001,ok
0101010010110110,ok
1001111001010010,ok
0101011010110111,fail
0101011101100100,fail
0010111111010111,ok
0111001000011100,ok
1000000100101011,fail
0000101011111001,ok
1111110110000100,fail
1110011011101000,fail
1111010111110111,ok
1110001100001100,ok
0110001101111111,fail
0100111001010101,fail
0001100010011011,fail
0001111110011001,ok
1000110100101010,fail
1011010100111101,fail
1010000001010100,ok
0101011010110101,fail
1000000000100110,ok
0001101010011001,fail
0010111100010100,ok
0101101101100001,ok
1010000101010101,ok
0001001111111010,fail
0100110111011110,ok
0100111111100000,ok
0101000011100001,ok
1010100101011001,fail
0101000111100010,ok
0110000110111001,ok
0101001011100011,ok
1100110111101100,fail
0100100010101101,fail
0000101110011001,ok
0001001010011111,fail
0101011010110100,fail
0101111110111100,fail
1111101110001011,fail
1111101011111110,fail
0000110011110101,ok
0010011111000011,fail
1010101110000001,fail
1010000100101111,fail
0101111000011011,ok
0100010010100010,ok
0101000000001001,fail
1010101001011000,fail
1101010111101111,fail
1110010010111101,ok
0111011011001011,ok
0100101010100000,ok
0101001111100100,ok
1110110101111101,ok
0101010011100101,fail
0101011011100111,ok
1010000101001011,fail
1010000000110010,ok
0101011111101000,ok
0110111101101111,ok
0111110000111100,fail
1000010011011100,fail
0010110010101111,ok
0101001100100001,fail
0100000111010001,ok
1100000100000010,fail
0011011000111011,fail
0111110100111100,fail
1001110101111001,fail
1001100010111110,ok
1100101000110010,fail
1000101011101100,ok
1100001100101100,ok
0110001110011111,fail
0000011010110000,ok
0010101000100100,fail
1101101011111000,ok
0011100001011101,ok
0100011001101011,ok
1011111101111111,ok
1110110101001001,ok
1011111010111110,ok
1111110000001010,ok
0110001111101111,ok
0100001011010010,ok
1100010101010010,fail
1001100100100000,fail
0010110000000110,fail
1000101111000101,ok
0000111100111001,ok
1011000000000111,fail
1011101110101100,fail
0000000001001111,ok
0100001000011110,fail
0010001101011010,ok
0010001000101101,ok
0000010111001111,fail
1101001110010001,ok
0001110000001000,ok
0010010010100010,ok
1000100101000111,ok
1100100011110000,ok
0111101100111000,ok
0010011110101011,ok
0100010011010100,ok
0001100110011100,ok
1000011001000010,fail
0100010111010101,ok
1000000100111100,ok
1001111111101000,fail
1100111111001000,ok
0011011100010100,ok
1000111011011101,fail
1111001101010011,ok
1011101011000110,fail
1011111010000111,fail
1001111001101110,ok
0111111111100000,fail
1101001101010100,ok
1000000011100001,fail
1011011001000000,fail
1000100100100110,ok
0110101010110011,ok
1010001011100101,ok
1100111110001001,ok
0010101001011111,ok
0101110100011110,ok
0100011011010110,ok
0100011111010111,ok
0011100110110000,ok
1000110101000101,ok
0100011010111000,ok
0100101011011010,ok
0011110010110101,fail
0000100101001111,fail
0100101111011011,ok
1000101101000000,fail
0100100100011000,ok
1101011110001101,ok
0110110100100001,ok
0000000110010011,ok
0011001100000000,ok
1010011001110011,ok
0101101100011100,ok
0100110011011100,ok
0011100100001000,fail
0011011110101100,ok
0100001100001011,ok
0111001011100111,fail
0100110111011101,ok
0011010110100110,ok
1001000001000011,fail
0100011110110110,ok
1110010111110011,fail
0111000000100101,ok
1111010010000111,ok
0101101111000011,ok
1001111001010001,ok
0000100011111110,fail
0110000111000001,fail
0100111011011110,ok
1001110001001110,ok
0110000011000010,ok
0100111111011111,ok
0100100010110011,ok
1101111001111101,ok
1110001111110010,ok
0100101001100110,fail
0110111100100111,fail
0110010100011001,fail
1110010111110010,ok
0011110101010111,ok
0100110001100110,ok
0001110011001100,fail
0010010111010100,fail
1111110110100010,ok
0110110101001000,ok
0101111101101111,fail
0100001011100010,ok
0000000111111110,fail
0111001101110010,fail
1001100101110110,fail
1000001111101001,fail
1110111010101010,ok
0001110111100001,fail
0010100011111100,fail
1011011001110110,ok
1111110001011000,ok
1010001101010100,ok
1111001111101110,ok
0001011110010100,ok
0001001011111000,fail
1011110100101100,fail
1010010001110100,fail
0011101100001110,fail
0010101010011011,fail
1001000001101001,fail
0011100100001111,fail
0101000111100001,ok
1100011001111000,fail
0100010010101111,ok
1101110101111110,ok
0110010100100010,fail
0001010111001110,ok
0110000100011110,fail
1100110011100111,fail
0011110001011101,fail
1111001010010001,fail
1101101010110110,fail
0100001001101011,ok
1111000110001100,fail
1001101001001001,ok
0101111000011001,ok
1100011011100101,fail
1110011000010011,fail
0110110110000110,fail
1111000110111111,ok
0001000111010110,ok
0001000100011010,ok
0111010011100111,fail
1001111010001101,fail
0100000001100010,ok
0000011111000110,fail
0001010111010100,fail
0101010100111100,ok
1110111010001011,fail
0101110111000010,fail
0101011001100001,ok
0010010010110000,fail
0101011001011101,ok
1111010110001010,ok
0011101001011000,fail
0011110100111110,fail
1111001111111101,fail
1110000111110001,fail
1110001011110110,ok
0101001011100010,ok
0101101000011010,ok
0101001111100011,fail
0111010100100100,ok
0000110110010111,fail
0110110011011101,fail
0010100110010010,fail
0101010011100100,fail
0111111000101001,ok
1010101101010111,ok
0111011011001010,ok
1011101011101011,fail
1010110101011001,fail
0010111111111110,fail
1010000101110010,fail
0100010000001111,ok
1100011010000010,ok
1001110100110001,fail
0011111010011111,ok
0100001100000011,fail
1010101001100111,fail
0101110100010000,fail
0110101010110011,ok
1001000100100111,ok
1001000101011110,fail
0100101100000000,ok
0010101111000110,ok
1100010110110100,fail
0101000010110011,ok
0101101010111001,ok
0101111010111101,fail
0000000111110111,ok
0111000101100011,fail
0100111001010001,fail
0101110011011001,ok
1000100101101011,ok
1010110101111010,fail
0101110110111010,ok
1010101101010101,ok
1000010100011111,ok
1001001100101101,ok
0011010010100000,ok
1001001011100010,fail
0111010011001000,ok
0010100010010100,ok
0111100100011011,ok
0100110010011100,ok
0101100111101001,fail
1010011100101101,fail
0111000001110000,fail
0100001011010001,ok
0111011100110101,fail
0001001010011010,ok
0101101111010001,fail
0001100010100000,ok
0101001011001110,fail
1001010001000010,fail
0100000010101000,ok
0110011111011000,fail
1000100001101010,fail
1001100001111010,ok
1000011011101101,ok
0111101011011111,fail
0010110000010100,fail
0111100000110110,fail
0010001010101001,fail
0001101010011110,ok
0010110000010010,ok
0001110110011111,ok
0010011110101001,fail
1010111011110001,ok
0100010100011110,ok
1011000010111010,fail
1011000011100111,ok
0010000001011101,ok
1111000011010000,fail
0010101110101101,fail
0100110000100001,ok
0001110101011110,fail
1000000000111110,ok
1000101101101000,ok
0010010010100011,fail
1110011111001000,fail
1011011010011100,fail
0010110010101011,fail
1100000010000011,fail
1000000100111111,fail
1010100101110010,ok
1000001001000000,fail
1010001101110000,ok
1100110010111111,fail
0011101000010010,fail
1011111110000101,ok
0011100100001101,fail
1100111111110110,fail
0101111100101000,ok
0101101011011110,fail
0100011000011010,ok
1000111010101100,ok
1010111000100000,ok
1101001110001101,fail
0101010100011001,ok
1000011001000100,ok
0010110010100101,fail
1010010101101111,ok
1101110001001100,ok
1010010010111001,fail
1101000100101101,ok
1111110001011101,fail
1111000001010000,fail
1011101111000100,fail
1111001100111000,fail
1011010001111001,fail
1101010010001100,ok
0001110101011010,fail
1111101011001011,fail
1101010000000000,ok
0101010100100001,ok
1101111010001001,fail
0011011010101111,ok
1101001010000111,ok
1100010111101110,fail
0101100100100011,ok
1111000100110001,fail
0000100001111110,ok
0011111110111000,ok
1101010011101111,ok
0000011111010101,fail
1100100010100011,ok
1101111100010111,fail
1100010110011010,fail
1100010011111110,ok
0100101101110100,fail
0101010001111100,ok
0011000001010111,ok
1111101011001010,ok
