original,result
0011011111010011,ok
1000000001001001,fail
0011100111010101,fail
0001000100000110,fail
1000000101101101,ok
0010000000010010,fail
1010010110000101,fail
0001100100001000,ok
0001100010100111,fail
0011001100011011,fail
0010111000010011,ok
0000101101011011,fail
0100110100101011,fail
0001101100001010,ok
1001100001110110,fail
0111001111011010,ok
1000001011101001,fail
1101010101010000,fail
1101111001011000,fail
1010101011001011,fail
1110001101010110,fail
1111111001001000,fail
1001010111110010,fail
0000000001011110,ok
1101000111010001,fail
1001101001111101,ok
1000101111110000,ok
0010000100001100,fail
0100011000100011,fail
0010011110110010,ok
1000010011100111,fail
0011011100010010,fail
1011110010000101,fail
1111011101010010,fail
1101011010001111,ok
0001110001010110,fail
1111110011010010,ok
1111100101001110,fail
1101101111001010,ok
1011110111110011,fail
0111110001000011,ok
1010101011100101,ok
0011010010110101,fail
0101110100101001,ok
0110001100101100,ok
0110100001101011,ok
1000100111101001,ok
0101110000100001,ok
0110011000101011,fail
1010101011100101,ok
0100100100010101,fail
1110111010001101,fail
1110111100000001,ok
0100101011000101,ok
1000100001001111,ok
0010000000000101,fail
0011101011010110,ok
1000010001001010,ok
1000010101001011,fail
0011101111010111,ok
0011110011011000,ok
0001010010011100,fail
0001100010100000,ok
0010010000001000,ok
1101001111110010,fail
0011101110111001,fail
0111111001101111,ok
0001001100000111,ok
1000110101111010,fail
1000001001000110,fail
1111010100000110,fail
0110111101111001,ok
0111011001000011,fail
0011111110111011,fail
1000010101001001,fail
0100001010111100,fail
0011100010110000,fail
0000011100001101,fail
0100100000110111,fail
0101110101101110,ok
0000000000000110,ok
0101111011101011,fail
1001010001001111,ok
0001010110100000,fail
0000110110011100,fail
0111000000100111,fail
0000101110011010,ok
0001110000001110,ok
0001011110011101,ok
1000111101110101,fail
0111100011101000,fail
0111100011011111,ok
1000011011100110,fail
1101000101001011,fail
0010100000010001,ok
1000100101001101,ok
0011110010110010,ok
0100101011000000,ok
0001000100000001,fail
0011110111011001,ok
1000101001001101,fail
0011111011011010,ok
0011101100010111,ok
0011111100010010,ok
1100010010000101,fail
1011001111101011,ok
0010101101011101,ok
0010101110101000,ok
0100000111011101,ok
0011101000001111,ok
0110010001100100,ok
0010101011000101,ok
0101010000101010,ok
1110101000001000,ok
0000101000010101,ok
0001011000011011,fail
0001100000011100,fail
1000011101110110,fail
1111001110010111,ok
0110111001110011,fail
0101110100110011,ok
0100111101100001,ok
0001010111000101,ok
0010010011010100,ok
1111010110011000,fail
1111111010100001,ok
0101111000110100,fail
1111001110010101,ok
1111001011111100,ok
0011110111010110,ok
0110111001110011,fail
0111010111001011,fail
0110111001101111,ok
1000011001111001,fail
0001110100011100,fail
0000011010100111,fail
0000000010011101,ok
0000011010100011,ok
1101100001011110,fail
1011001010000111,fail
0110001100111001,ok
0000010110100001,fail
0110010000111010,fail
0000000010011011,fail
0110100000111000,fail
0001010010101011,fail
0000010010011111,ok
0000100000000100,fail
0001011100010011,fail
1001001101111001,fail
1100111001010111,fail
1001100111001010,fail
0000100010100001,ok
0001011000001010,ok
1101101101011011,fail
0010010100011001,fail
0001001110101011,ok
0110100100111111,ok
0001110010110010,fail
1101000110010001,ok
0010101111000110,ok
0010110011000111,ok
0010110111001000,fail
0110100000111011,ok
0010111011001001,fail
1110100010001111,ok
0101011100111001,fail
0101101001110101,fail
1110101010010001,ok
1111000010010111,ok
0101110101101111,fail
0100000011100010,ok
0011100011010110,ok
1111101100001011,ok
1111110000001100,ok
1001110101001000,fail
1111001010011001,ok
1111011010011101,ok
0000000100001000,fail
0111110001111011,ok
0101000101100111,ok
0100110001100101,ok
0100101111010111,fail
1111101010100000,fail
0000010100001001,ok
0001001000010110,fail
0101101100101101,ok
0011010101011000,fail
0000000111001011,fail
0101001000111010,fail
0110010001110101,fail
0100110101100000,fail
0001001011000100,ok
0010110111010001,fail
1010001101010001,fail
0110100011000100,fail
1111001110011000,ok
1100001010001010,fail
0011000011010010,fail
0110011100110111,fail
0100000011010110,ok
0111101100111011,fail
0000011100001111,ok
1000101100100100,ok
1001100100101010,ok
0111111100111111,ok
0010001110100011,fail
1110110010011010,fail
0101110100101111,ok
0110001001100110,ok
1111110010011111,ok
0111100101110111,fail
1000111010000101,ok
1111111010100001,fail
0101111000110000,ok
0101001011100111,ok
0101011001101011,ok
0011101111100000,ok
0010110011001100,ok
0110000001101000,ok
0000111110101100,fail
0100110011011100,ok
0110010010111100,ok
1001101001000100,ok
0011011011011010,ok
0110110101101101,ok
0011111111010001,ok
0100111011100000,fail
1001100001000111,fail
1000101100110001,ok
1001001000101101,ok
0011001110100000,ok
0111101001101110,fail
0101110011100001,fail
0110010000110110,ok
1010011001001000,fail
0000110100010001,ok
0101111011011010,fail
1001000110000100,ok
0101010000100000,ok
1000010101110101,ok
0101111111011001,ok
0000101100001000,fail
0110010111000100,fail
0101111011100011,ok
1000001111101101,ok
1000111010110111,fail
1100110100101101,ok
1110010001100001,fail
1110101001100111,ok
0000011110100010,fail
0001101100001100,ok
1011110110001001,ok
0110010100110111,ok
0111000001101011,ok
0011001110101010,fail
0100111111011110,ok
0000110010100110,ok
0110110010111010,fail
1100001001010010,fail
1001110100011111,ok
1000100011000101,ok
0011010110000111,fail
1101011010101010,ok
1110010100001111,fail
1111010000011110,fail
1000010110001100,ok
0110011000111000,ok
0111101001101111,ok
0111101001101011,fail
0111000111100100,fail
1010000010000011,ok
0010001100010001,ok
1011001100000011,fail
1001101101111010,ok
0010001001110001,ok
1010111110000110,fail
0001100010110001,ok
1101010100111000,fail
0111010100000110,fail
1000000110101011,fail
1100011011001111,fail
1000100001110010,fail
0101111100001111,ok
0110000110111010,ok
0110000010110001,ok
0110111011100101,fail
0010101001000101,ok
1011000011111010,fail
0001111101101110,fail
0011000000011110,ok
0001101001000000,ok
0001011110101110,ok
0010111000010111,fail
1101100110011101,fail
0110101000111100,fail
0010000100011000,fail
0001100100001101,ok
1001001111100101,fail
0110101100111101,fail
0110101000011000,fail
1011111001000100,fail
0110011110101000,fail
0111011010110111,ok
1001011100011110,fail
1001011110101000,fail
1011001100011100,fail
1010110010001001,ok
1001111111110000,fail
1001110001111100,ok
1010000000011100,ok
0100110110011001,fail
1100010001000110,fail
1101001001010100,fail
1001101011000111,fail
1001001010111011,fail
1000110011101111,fail
0111101010101110,ok
1010100101111110,fail
1000110011100010,ok
0001010010101000,ok
1011101011111100,fail
0010101101110000,ok
1011010011000000,fail
1010110011110000,ok
1011001110100110,fail
1100110100011010,fail
1100010000000011,fail
1110000100001101,fail
0010101111010110,fail
0010011110111000,fail
1000101001110101,fail
1010010000111111,ok
0111001111101000,ok
1001001001111011,fail
1011100001000101,ok
1000111011000010,ok
1001001111000000,ok
1101101001011101,ok
1111110001111000,ok
1011001011000000,fail
1101011100100101,ok
1110011000110100,fail
1000010010011010,fail
1100010011111101,fail
1100010111110010,fail
0001111001011000,fail
1010100010010011,ok
0110111001000000,ok
0010011000010010,fail
1001100111110001,ok
1010110010111011,fail
1011101011001001,fail
1111011100111101,fail
1110111100110001,ok
1001100010100111,ok
0001011101110101,fail
1011001100011011,ok
1111111001100101,fail
1000101011101101,ok
1010101011000110,ok
1001011101110010,ok
0111110111100101,ok
0010111000010110,ok
0011110000011110,ok
1011100111101101,fail
0010111111001010,ok
0011000011001011,ok
0011000111001100,fail
0011001011001101,fail
0110101001000100,ok
0110111111000100,fail
1010010000101001,fail
0100001111010111,ok
1111110010011011,fail
0111101001110010,ok
1010111101001101,fail
1010000001001110,fail
0110001111011110,ok
1011010101010010,fail
1111110111111110,fail
0000001000000011,ok
0001111000011011,ok
1111100110010110,fail
0000000010011100,ok
0000001000000010,ok
0001000000010000,ok
0100111100000011,fail
1100110000111010,ok
0110010000110010,ok
0110010100110011,fail
1111110010010111,fail
0000101000001010,fail
0000110010100110,ok
1001000001111000,fail
0000110110100111,fail
1000011011110100,ok
0000000110011010,ok
0111001101110010,fail
0100101000001111,ok
1100110010000010,fail
0100110010111010,ok
1110011111110001,ok
0001010010100000,fail
0101000010111101,ok
0000010000000000,ok
1000011100110111,fail
0000111100001110,fail
0110011100110101,fail
1001001010000010,ok
0001100100010011,fail
0110111011100000,ok
0001100100001110,fail
1001101010000001,fail
0110110100111011,ok
1011000011001001,fail
0111001110010111,fail
1110110100111101,fail
1010001101111011,ok
1010101110000010,fail
0111000000111110,ok
1010010111101000,ok
0111001001000000,ok
1001111001111101,fail
1100100001000111,fail
1010000011000100,fail
1101100000111000,fail
1010010111000010,fail
1110101101100011,fail
1110101001011111,fail
1000001110100001,ok
1011110111010010,ok
1100001111011000,fail
0010011110110100,ok
0101010100101110,ok
0111001101000001,fail
0000011011111010,fail
1001001100110010,fail
0110001111010110,fail
1001111000111011,ok
1100010101000111,fail
1011001100001001,fail
0000100101100010,fail
0001100010100100,ok
0110101010101101,ok
0111000100010000,ok
1100111000101000,ok
0110101010011011,fail
1001000000100001,ok
0010010110010100,fail
1111011001011001,ok
0010010001000001,ok
0010110000010100,fail
0001101001101100,fail
0010001000110110,fail
1111100111011111,ok
0000100101100010,fail
1111110000101100,fail
1110010011011011,fail
1111001001010110,ok
1111100000111000,fail
1101100111100010,fail
0011000000011000,fail
1100000000000001,ok
1111000111001010,ok
0000000111011001,ok
0100010001000000,ok
0100110101001000,ok
0000100110111011,fail
0111111011100000,ok
1101001001010100,fail
0001110110101001,fail
1010111010000010,fail
0010000010101100,ok
0100000000100000,ok
1100011010001110,fail
0001101101011111,fail
1110110111010010,ok
1111110101010011,ok
1101001100011101,fail
1011101111111000,ok
1101110011000010,fail
0010011100111000,ok
0010100001101100,fail
0011001101100010,ok
0010110010111001,fail
1110100000000001,ok
0101110101110100,ok
0010100110110101,ok
1111110001001110,ok
1011111011000001,ok
1011111111111001,ok
0010110001100101,fail
1110010110101100,ok
1000111001111001,ok
0110000101000011,fail
0000100110100111,fail
0100000100100101,fail
1101100110011000,ok
0010101110111111,fail
0101111000110011,fail
0100000101101001,ok
0001111011011100,fail
0010000111001001,ok
0111011001000100,ok
0010000010101001,ok
1100000011110100,ok
0001100111100110,fail
1010110101110111,fail
1000100111011011,fail
1101110101001010,ok
1100000110000001,fail
1100001110000011,ok
0011001001101000,fail
0000111011011011,fail
1100100011101110,fail
0011001110111100,fail
0111100101000111,ok
0011001111001110,fail
0011010011001111,ok
0011010111010000,ok
0011011011010001,ok
0110101100110100,ok
0111110101000110,fail
0011100011010011,fail
0110111100110111,fail
0001001010100010,fail
0001101010101010,fail
1100001110001101,ok
1100010000000001,fail
0001001001011011,ok
0000011001100010,fail
1010111110101111,ok
0011010001111111,fail
0110110001000111,fail
1111100100101100,ok
1101101111010101,ok
0111000000111000,ok
0001010100000101,fail
0111000100111001,ok
0001111010101100,ok
0111001100111011,fail
0010001010101110,ok
0011010000010011,fail
0010010110101100,fail
1011001110000000,fail
1010011111110011,ok
0100010100100000,fail
0111100101000001,ok
1010001001111010,fail
1001000011101101,ok
0010000010100110,fail
0001110001011011,fail
1111110101011101,fail
1010001010110101,ok
0111101001000010,ok
1010001001110100,fail
1011001101111101,fail
1001010111100001,fail
0000100001011111,ok
1101101011010010,fail
0010001010100111,ok
0011110100010010,ok
0101000000100100,fail
1110011110010111,fail
0011000110110110,fail
0010110010110000,fail
0011000110110101,ok
0101101000101001,fail
0111111101000111,fail
1010110101110101,fail
0010110010101100,ok
1000000001001000,ok
1100001001111101,ok
0100110100100000,fail
0011001010110000,ok
1011111111110001,ok
0101010000100010,ok
1000001101001011,ok
0011110110111001,fail
0100101101011011,fail
1010001111110000,fail
1101001110011011,ok
0011000100100101,fail
1101110110011010,fail
0001101011001110,ok
1010000110000011,fail
0101110000100010,ok
1111000110010101,fail
0011100111010100,fail
0111011100111110,ok
0011101111010110,ok
0010010100010011,fail
0001001110011111,ok
1001111101111101,ok
0010010100010000,fail
1010110100111110,ok
0010000000000111,fail
1100100001001000,ok
0000011111111011,fail
0010001110101111,fail
1011001011101110,fail
0001010101100010,fail
0100000100011110,fail
0100011000100011,ok
0010000000001011,ok
1001111001111110,ok
0100101000100011,ok
1011111111101100,ok
1100111011111011,fail
0011010001100010,fail
0010101110110011,fail
0010101100001010,fail
0100000100011001,ok
0000110101011000,fail
0100010000011010,fail
0001001101011001,ok
1101000110001101,ok
0100111000011100,ok
1101100010001010,ok
1101110010001110,ok
1101111000000010,ok
1101110110001111,fail
1101011011110101,fail
0011100010110110,ok
1101110011110000,fail
0110001000101010,ok
0110000000100010,ok
0011101110110011,ok
0110001000100111,ok
0100000110111001,ok
0110111000101101,fail
0110100000100110,fail
1000101101010000,fail
0110100100101000,ok
0011110011010111,ok
0111011100111011,fail
1000000001000100,ok
0011110111011000,ok
1000100101001100,fail
0011111011011001,ok
0010000110100111,ok
0001111100000111,ok
1011010110000000,fail
0010010010101000,ok
0010000010100011,fail
0111110100111111,fail
1000000101000011,ok
0010111010101010,fail
0010111110101001,ok
0011110110110111,fail
1011101001111011,ok
1000011101001001,fail
1101111110111110,ok
1010011011100001,ok
0100101001101001,fail
1101100010000011,ok
1110111110001011,fail
0100110111000001,ok
0101100000011010,ok
1111000110010000,fail
0101010011000111,ok
0011111111011010,ok
0111111000111111,fail
0011000110110010,ok
0100000111011100,ok
0101110000011101,ok
0101001000011010,ok
1100001111100111,fail
0001111101011011,fail
0110010101100101,ok
0010110011000110,ok
1110100010010010,fail
1111010000000000,ok
0110100001110011,ok
0110010100111001,ok
0000101110100101,ok
0111010111100110,ok
1101001001011100,fail
0010101000011111,ok
0000110110100111,fail
1000101101110001,ok
1000010011100110,ok
1101111001011010,fail
1111001001011110,fail
0001001010101100,fail
0010100100010110,ok
0000010100101111,fail
0000011010011111,fail
1000111001111011,fail
1010001110001001,ok
0001010110101110,fail
1010111110000110,fail
1010010011110100,ok
0001101010110011,fail
0110011100111011,fail
1001100101111010,fail
0110100000111100,ok
1111100010100010,fail
0010100100011111,ok
0001110100010010,ok
1010001010000101,ok
0010111011001000,ok
0000000010100000,fail
0111101111100111,ok
0110011000111000,ok
1000011100010110,fail
1000111111110100,fail
1000010010110011,ok
1110001101010000,ok
1010011111000011,fail
1010101111000101,ok
1010001111111100,ok
0110100111100101,ok
0010111111001001,ok
1111000111111100,fail
1111101110011101,ok
1111011100000101,ok
1111011010010110,ok
0000000100001010,ok
0111110010111011,fail
0000101010100111,fail
1000100001110001,fail
1000000111100110,fail
1000101011101110,ok
1110110001100010,ok
1010101010001001,ok
1011001011000000,fail
1110011000110100,ok
1010011111111100,fail
0000110001100111,fail
0110110000111101,fail
0110110100111110,ok
1010110101000010,fail
1000000010111111,ok
0010111110001101,fail
1001110111001101,fail
1010000101111001,fail
1000111011101100,fail
0011000011001010,fail
0011000111001011,ok
0110010101101111,ok
0100001010110100,ok
1111110110011010,ok
0101100101101111,ok
0100100011100010,fail
0010100100011001,fail
0010000110110000,ok
1101010010010110,fail
1010000110001000,ok
1001110111111011,fail
0011001011001100,fail
0110011000110100,ok
0000111010100111,ok
0101101000101011,fail
0100100101100100,fail
0011001111001101,ok
0001110000010011,fail
1011011110000011,ok
0000111010010011,ok
0011011111010001,ok
0001011100001110,ok
1000010111110011,ok
0001100000001111,fail
0110010111011000,fail
1100111001010110,fail
1001100011001001,fail
1001100010111110,fail
1101001001001110,ok
1001111000011100,fail
0101110010100101,ok
1000101011110000,fail
1110100101011111,fail
1101111000101100,fail
0111111010011111,fail
0101111011100010,fail
1000001011101100,fail
1100101100111010,ok
1110001001100000,fail
1100101101010100,ok
1100001011001010,ok
1011000010000001,ok
0001011110011011,fail
1010101001000000,ok
1010000110111011,ok
0111001010011101,fail
0011011100010101,ok
1010011010111011,fail
0010101100010010,ok
1011111100000000,fail
0011100000011011,ok
0010011110101010,fail
1110110111000111,fail
0101011000100101,ok
0011100011010010,ok
0000111100001011,fail
0001010000001010,ok
1001000101111101,ok
1000001011110110,fail
0110000000101101,fail
0111110011011100,ok
1001011011000010,ok
1110001101010001,fail
0011111100100010,fail
1010110001111101,ok
1111111001011101,ok
0011101001101010,ok
0001100011011101,fail
0001101010100001,ok
0000101011001011,fail
0101000001110001,ok
1100011011111100,fail
1111101101011101,fail
1100101110000100,ok
1100001010111001,fail
1110001010011000,fail
0100001101100010,ok
0100010001100011,fail
0001101111010110,ok
0101000101110000,fail
0011010111100011,ok
0111110001001110,fail
0110010000110001,ok
0011100111010011,ok
0111001101101001,ok
0100000111001101,fail
0101000011011100,fail
1001011001000011,ok
0110111100110110,ok
1110100101010000,fail
1110101111010011,ok
1100001101001010,ok
1111011111010110,fail
1101010010100000,ok
1100010110111100,ok
1110011000100001,ok
1111010100110000,ok
1000111110010110,fail
0111101001001111,fail
0111111011110100,fail
0111000100111000,ok
0101110000010001,ok
0001000100000010,fail
0001101100001000,ok
1001101001110111,ok
1000111011110000,fail
0000101101010111,fail
1011011010101000,fail
0001110110101011,ok
1000011111101000,fail
0011100100100000,ok
1011110110001100,fail
0110100010011010,fail
0111010000111011,ok
0111111001101001,fail
0100110011001101,ok
0101101100011111,ok
1010000101000011,ok
1010010001111000,ok
1101001001010000,fail
0100010010001111,fail
1001011011000011,ok
1001000011101011,fail
0111100011011011,ok
1001111011101100,fail
0110001111010100,fail
1001110000111001,fail
1110110110001010,fail
1110101111111101,ok
0101110110101110,ok
0100110000100111,ok
1100100111110000,ok
0100001001100110,fail
1000101111100000,ok
0100011010010110,fail
0110101101111011,ok
1101110110001000,ok
0011001011011000,ok
0000010000010000,ok
0011001001011000,ok
0101011101000100,ok
1111101001001110,ok
0000000110010100,fail
0000100100001000,fail
0111101001101110,fail
1000000101001000,fail
0100111100100000,fail
1011111011101001,fail
0011000001011111,fail
0111010001000101,ok
0010110110111000,fail
1110001010010011,fail
1111000000001101,ok
0111010110000011,ok
1110000010001001,ok
0100011001101111,fail
0100011001101000,fail
0100000001011100,fail
1111100010011111,ok
0010010001010011,fail
0100000100100100,fail
1101100010010111,fail
1110011011111100,fail
0111000000110100,ok
0011100001100001,ok
0011111010111001,fail
1110000010000111,ok
0110101100101101,ok
0001111110011010,ok
1000001001001000,ok
0011101111010101,ok
0111001000110111,ok
0001110110100010,ok
0010001101101000,fail
1101001010101000,fail
1100000111101011,ok
0010000101011111,ok
0110010000100111,ok
0011110011010110,ok
0101000000011010,fail
0011110101110001,ok
1101011000000000,fail
0100100001101001,ok
0010010111011100,ok
1110111110101100,fail
0011010011011011,fail
0101011101100000,ok
0000110010100011,ok
0110000101000010,ok
0011110111010111,ok
0111011000111001,ok
0010001110100100,ok
0010101101101001,fail
0010101110101100,ok
1110110110001000,ok
1101011111101001,ok
1000010101001000,ok
0110110100101100,fail
0000110110011111,fail
0011111011011000,ok
1001100101110011,fail
1101011010010010,ok
1101110000000110,ok
1100111000101111,fail
0011111110110111,fail
0101111100100111,ok
1111100110011010,fail
1100100011101000,ok
0001101011001011,fail
0000010010110001,ok
0101100100111111,fail
0110011000101010,ok
1000101101001101,ok
1100110011000010,ok
1000000110001100,ok
1001010100000010,ok
0000111101111000,ok
1110010110001000,fail
1110000111111011,ok
0100010101011111,ok
0000100111000011,fail
0001100011010010,fail
0101110101000001,fail
1111110111110101,ok
0011111111011001,ok
0111110000111101,ok
1011111111101101,fail
0001110001100010,ok
1000100111011100,fail
1011111010000010,fail
0001111101010110,ok
1100100101111101,ok
0100000011011010,ok
1011101101111011,ok
1000110101001101,ok
0100101010111100,fail
0000101010010010,fail
0110000001100010,ok
0111101000110000,ok
0100000111011011,ok
0111111000111101,ok
0010100010101001,ok
0001011101011010,ok
1101010110111110,fail
0001110000110100,fail
0010010100111100,ok
1101010010101111,fail
0101010010000100,fail
0100100100011111,ok
1000001001000001,ok
0011001010101111,ok
1100000111101110,ok
0101011000100100,ok
1110110110010111,ok
0111001101001101,fail
0011011010110011,ok
0110001100101101,ok
0011001011011100,fail
0101010001101100,ok
0111101101110000,fail
1010110101001001,fail
1011011001001010,fail
1110001101000110,fail
1010111011110001,fail
0011100010110001,fail
1000000111101000,fail
0100001111011101,ok
0011110000010111,ok
1011110011111100,ok
0010111110101100,ok
1010001010100001,fail
1011011100010101,fail
1011001111101001,ok
0000001001001110,fail
0001000101011101,ok
1101011111000011,fail
1100010011101110,ok
0010011101100010,fail
0100111100100000,ok
1010011101110000,ok
0011111000010011,ok
1100100000011100,ok
1011110111000111,fail
1100110110001011,fail
1111100111010010,ok
1100111010100000,fail
0100000001000110,ok
1100101111111101,ok
1101001010001101,fail
0000101011010010,fail
1101100101000110,fail
1001001110111001,ok
1011101111101000,ok
0001110000111010,fail
0010110001011110,ok
1100100111101100,fail
0001101101010001,fail
1111001111000110,ok
0011100111011101,ok
0011111011011011,fail
0100100011000001,ok
1111010010001111,fail
0010110110100110,ok
1100111111110101,ok
0010101001011010,ok
0001010111010111,fail
0001101011010101,ok
0110001101001001,fail
1110110110010101,ok
0011100011011100,ok
0010100101011011,ok
1111011111001110,fail
1110001100000101,ok
1011011011101111,ok
0001000000110111,ok
1011101010101010,ok
0001101001100011,fail
0111010000101111,ok
0000001011111000,ok
0011111011001011,ok
1000001001101110,fail
0001011110100010,ok
0100011010111011,fail
0000110010001110,ok
1001000101001110,ok
1110000110000010,fail
0001011001001100,fail
1110100111000001,fail
0010111111011000,ok
0111101001111110,fail
1110011110001011,ok
0000000000011100,fail
0010111001010101,ok
1110011011111110,fail
1100000111100010,ok
0001101010110001,fail
0011111100100101,fail
1111011111111010,fail
0110011001101110,ok
0100110011011010,fail
0100011000101100,ok
1101011010010000,ok
1110010110011111,ok
1110111000000110,ok
0111000001000101,ok
0010101000010011,ok
0010100110111000,ok
0000011010011010,ok
0101111011011100,fail
0001010000001110,fail
1000100001000111,ok
1111011011110011,fail
0000011000000011,ok
1110000111110011,fail
1111100010111101,fail
0011111000110011,fail
0100100101100111,fail
1110100110100111,fail
0100111001100101,fail
0110101101001011,fail
0110010010111001,fail
0001010100000010,ok
1000100101110100,ok
0110100111011011,ok
0111011011100100,fail
0100111110111101,ok
0010010010100100,fail
0011110000011000,ok
0001001011111010,fail
1011111001111110,ok
0001111100001101,fail
0110100011010110,fail
1100111101010100,fail
1001011111000111,fail
1001010101010010,ok
1111110110001010,ok
0100001001010100,fail
0001111011001001,fail
1111101111111101,ok
0110001111100000,fail
1011011101010100,fail
0110100011011110,ok
0000111010011010,ok
1000001101110101,fail
0111000001100110,fail
1000000000100110,fail
0000100011111101,ok
1000101101000101,ok
1111001110010001,ok
0001101010011001,ok
0001100111111100,fail
0110010111100010,fail
1000100001000100,ok
0011000110101000,ok
0100000010110111,fail
0100010111011111,ok
0110011001100110,ok
0010111011000111,fail
0110010001101001,fail
0100000111011100,fail
1101010001100100,fail
1110100110010000,ok
1101111011110100,fail
1110110100000100,fail
0100011001100010,fail
0100011100011010,ok
0100111100100001,ok
1001000001011000,fail
0101101101101010,ok
1111100010011111,fail
1000100110000001,fail
0111111011110100,ok
1000010011111010,fail
0000110000010011,ok
1000001111111010,fail
1111110010011101,ok
0110011101100111,ok
0101011011011100,fail
0000111000010001,ok
1000000011101010,fail
1101111001011110,fail
0000001110100011,ok
0100100010101001,fail
1001110010001001,ok
0010000000011101,ok
0001001100001110,fail
1111100110011000,fail
0000001110100000,ok
0111110101110100,fail
0110010111011111,fail
0001011100010100,fail
0001011100001101,ok
1111110110011010,fail
1001111101001000,ok
1010100001001101,fail
1001000110000100,ok
1010111110001101,fail
0110010000110110,fail
0001000100010011,fail
0000111010101001,fail
1010110011000000,fail
1001001111111000,fail
0110011100111001,ok
0001010010101100,ok
0110100000111010,ok
0000100010011111,fail
0001101100010011,ok
0001000010100111,fail
1001110001111111,ok
1000111111110010,fail
1000011111100110,ok
0010101100011011,fail
0001000010001011,fail
1000000111101010,ok
0001100110101111,ok
1011010110000111,ok
1011001111111100,fail
0110101000111100,ok
0001001000001010,ok
0000110010100001,fail
1001010101111100,fail
1000010111101111,ok
0100010100101010,fail
0011001100011110,fail
0011101000100000,ok
0010010101100011,fail
1111101111010110,ok
1100110110010011,fail
1101001010010101,fail
0001111011011000,fail
0110101001001100,fail
0110111001000000,ok
0110000100110010,ok
0011000011001001,ok
0101110100101101,ok
0011000111001010,ok
0101110100101100,ok
0011001011001011,ok
1111111010011111,fail
0001001000010011,ok
0000000110100001,ok
1001000011101110,fail
1110001101010011,ok
1111001001100010,ok
1011111011001000,ok
0110000000101110,ok
1101101101100011,fail
0110001000110000,fail
0011111111010101,ok
0110101000100101,fail
0110001100110001,ok
1111100010010101,ok
0010111100101000,ok
0011101011010100,fail
0000001000001001,ok
0000000110011101,ok
0101101011011100,fail
1010101001010000,ok
0001001000010001,fail
0000100010100100,ok
0000100110100101,fail
0000111110100100,ok
1010111010001011,fail
0010011101000001,fail
0001011110101100,fail
0111100101101100,fail
0101100111011111,fail
0000110100000011,ok
0000111110100001,ok
1010010111101101,fail
0100101100101010,ok
0010110001100001,fail
0000000111010100,fail
1011111010000101,ok
0011011000011010,fail
0111010101000011,fail
0011100100011011,fail
0011001111001100,fail
0011010011001101,fail
0011011011001111,fail
0000101000001010,ok
0001011100001010,ok
1001000111101110,ok
0001001100000110,fail
1000110001111001,ok
1000000011100011,fail
0010101000010011,ok
0011101100100100,fail
0110110100110111,ok
0010000100010100,fail
1000011011101011,ok
1110010101011111,fail
1101110101010011,fail
1011110110000100,fail
1010011011101000,ok
1011010111110111,fail
0001010010100011,ok
0001010010100001,ok
0001101000000110,fail
1011100001000100,fail
0010100100010101,fail
1010011101111011,fail
0001101110101000,ok
1001101101110010,fail
1001010111100111,ok
0001110010101001,ok
0010101100001111,fail
0011100100011101,fail
1100000110001000,ok
1101101111000111,fail
1011110111111011,ok
0111010000111110,ok
0010000000001100,ok
1000101011110001,ok
1001111101111111,fail
0110101011010110,ok
1011010001001010,fail
0101001110101000,ok
0110100010110000,ok
0001011110100010,fail
0011001111111100,ok
1001100101111010,ok
0111111111100001,fail
1101010001010101,ok
0111111011100111,fail
0010110100010110,fail
0001100010100011,ok
1011101010001011,fail
1010001001111101,fail
1001101110111100,ok
1001001111110000,fail
1011101010000011,fail
1111000001001101,fail
1100010111000010,ok
1011100110000001,fail
1000010011011110,ok
1011001011110001,ok
1111110001011000,ok
0010000010100111,ok
0010110000001100,fail
1010000111110101,ok
1001101010101110,fail
0011101100011011,ok
0000011001011001,fail
0010001101100000,fail
0010100010101111,ok
0100101100100011,ok
0011001101100000,fail
0101100000101010,ok
1001110001110100,ok
0010010110101011,ok
1011100110000011,fail
1011111011000101,fail
1010100011101010,fail
0011000110110111,fail
1101100011110110,ok
0111101001000100,fail
1100111111111110,ok
0011001010110111,fail
1101001110000010,fail
1101110111110111,ok
0010100010101011,ok
0111111001001000,ok
0011111000010010,fail
0100110100100001,fail
1001100101111101,fail
0011100111010010,ok
0110110100110100,fail
0000100110011011,ok
0001100000001111,ok
0001011000000111,fail
0010010100010000,ok
1101110101011011,ok
1101010101001111,ok
0001011010101000,ok
1011111010001100,fail
0111011001100110,fail
0010000100010010,ok
0011000100010100,fail
0010001010110000,ok
1000011010101001,fail
1110111101001110,ok
1001110101111101,ok
1010010110000000,fail
1001100111110011,ok
0010001010101100,ok
0011011100011000,ok
0000000001010111,fail
0100001100010110,ok
0101000100100100,ok
0011111001100011,fail
1110100010010111,ok
1110110110011100,fail
1100100010000010,ok
0001000001010001,fail
1011010011100011,ok
1110010100000110,fail
0101111101111001,fail
0101110100101010,ok
0011010110111001,ok
1110010110010001,ok
1110101000000101,fail
0110001000101101,ok
0101011100100000,ok
1000000101001000,ok
0100100100010110,ok
0110000100100100,fail
0100001011000000,fail
1000010101001100,ok
0101101100100100,fail
1110101010001011,fail
0011101011010011,ok
0011110011010101,ok
0001100010100100,ok
0001011100000111,ok
0100011000100010,fail
1011100111101011,fail
1100100011111010,ok
0010110101100001,fail
