original,result,corrected
110111100011011001100011011110101101110110110001111001,fail,110101100011111001100011011110101100110110100001111001
11001111001101100110001110101011110100,ok,
1100111000110110011000111010101011010001110011,ok,
010111100011011101101,ok,
1100111100110111011010110000101110110001101100,fail,1100111100110111011010110000101110110001101100
01011111001101110110101100001011101100011011000110010101110010,fail,01011111001101110110101100001011101100011011000110010101110010
0100111100110111011010110000101111001001110100,ok,
0000111000110110011010110010101110110001101100,fail,0100111000100010011010110010101110110001101100
0001111000110110011010110100101110110001100101,ok,
00001111001101110110101101001010101100011010010110010101110011,fail,00001111001101110110101101001010101100011010010110010101110011
0001111100110110011010110100101011010001101000,ok,
10011110001101110110101101001011110100011010000111001101101111011101110011010010110000101101110,ok,
0001111000110110011010110111101010101101100101,ok,
01011111001101100110101101111010101011011010010110111001100111,ok,
010111100011011101101011011110101011110111010001101000,ok,
10001110001101100110101110011,ok,
11011110001101100110101110100010110000,fail,110111100011011001101111101000101000000
110111100011011101110,ok,
0000111100110111011100110000101010101101100101,ok,
10001111001101110111001100001010110000,ok,
11001110001101100111001100001010110000011100110110100001101111001110100,ok,
11001110001101100111001101111011110111,fail,11001110001101100111001101111011110111
1001111100110111011100110111101111011101100010011011110110000101111001001100100,ok,
010011100011011001111,ok,
00001110001101110111101100001,ok,
00011111001101100111101100001010110000,ok,
00011111001101100111101100011,fail,00011111001101000111001101011
000111100011011101111011000110111000110110010101110010,ok,
010111110011011101111011000110101010010110000101101100,ok,
1101111100110111011110110001101110100101100101011101000110100101110010101110011,fail,1101111100110111011110110001101110100101100101011101000110100101110010101110011
10011111001101100111101100011010101001011001010111010001111001,fail,10011111001101100111101100011010101001011001010111010001111001
1001111100110111011110110001101110100101101111011011000110111100110011101111001,fail,1001111100110111011110110001101110100101101111011011000110111100110011101111001
010111100011011101111011000110101010110110010101110100,ok,
0100111100110111011110110001101110101101110011,ok,
000111100011011101111011001000111010010111010101101101,ok,
01001110001101110111101100110010100001,ok,
01001110001101110111101100110011110100,ok,
10011111001101100111101100110011110100011000100110000101101100001101100,fail,10011111001101100111101100110011110100011000100110000101101100001101100
01011110001101100111101100110010110100011101110110000101110010001100101,fail,01011110001101100111101100110010110100011101110110000101110010001100101
11001110001101110111101101001011101100,ok,
00011111001101100111101101100,ok,
0100111000110111011110110110001010000101110010,fail,0100111000110111011110110110001010000101110010
01011111001101100111101101100011100001011100100110100101110011,ok,
01011110001101110111101101100010100100,fail,01011110001101110111101101100010100100
11011110001101110111101101100010100100011010010110010101110010,ok,
01011110001101110111101101100010100100011010010110010101110010011110011,ok,
00001110001101110111101101100011100101,ok,
000011100011011001111011011000101001010110110001111001,ok,
0100111100110111011110110110001010100101100100,fail,0100111100110111011110110110001010100101100100
01011110001101110111101101100011101111,ok,
00001110001101100111101101100011101111011011010110111101101110,fail,00001110001101100111101111100011101111011010010110110101101110
00001110001101110111101101100010110101011101000110100101101111011101110,ok,
1000111100110111011110110110001011010101110100011010010110111100110111001110011,ok,
0100111000110111011110110110001011011001100101,ok,
110111100011011001111011011000111101100110010101100100,ok,
00001111001101110111101101100010110110011010010110111001100111,ok,
10001111001101100111101101101010100001,ok,
00011110001101110111101101101011100001011011000110100101100001,ok,
10011111001101100111101101101011100101,ok,
01001111001101110111101101101011100101011000100110111101100100011111001,ok,
01011110001101100111101101101010100101011010000110111101110111,fail,01011110001101100111101101001011100101011010000110111101111111
00001111001101110111101101101010100101011011110110111001100101,ok,
10011111001101110111101101101010100101011100100111001101100101001110100,ok,
1101111000110111011110110110101010010101110100011010000110100100110111001100111,ok,
0101111100110111011110110110101010010101110100011010010110110101110010101110011,fail,0101111100110111011110110110001010011101110100011010010010110101110010101110011
10001110001101100111101101101011100101011101110110100001100001001110100,fail,00001110001101100111101101101011100011011101110110100001100001001110100
1101111100110111011110110110101010010101110111011010000110010100111001001100101,fail,1101111100110111011110110110101010010101110111011010000110010100111001001100101
00001110001101110111101101110,ok,
10001111001101100111101101110010100111,ok,
1000111000110110011110110111001110011101110011,fail,1000110000110110011110111111011110011101110011
1000111100110110011110110111001110100101100011,ok,
11011111001101100111101101110010110011,fail,11011111001101100111101101110010110011
10001111001101100111101101110010111001,ok,
10001110001101110111101101111010101110,ok,
10011110001101100111101101111011101110011001010111001101110100,ok,
010111100011011001111011100000101010000110100101110011011101000011010010110001101100001011101000110010101100100,ok,
1101111100110111011110111001001011001001111001,fail,1101111100110111011110111001001011001001111001
00001110001101110111101110010011110100,fail,00001110001101110111101110010011110100
010111100011011001111011100100101101000110010101100100,fail,010111100011011001111011100100101101000110010101100100
0000111100110111011110111001001011010001110011,ok,
010111100011011001111011101010111001110110100001110100,ok,
11001111001101100111101110101011101100,ok,
1100111000110110011110111010101010110001110011,ok,
1100111000110110011110111010101110111001100100,ok,
110011100011011101111011101010101011100110010001110011,ok,
010011100011011101111011101010111011100110010001110100011100100011000010110001101101011,fail,0100111000110111011110111010101010111001100100011101000111001000100000101100011011010110
01011111001101100111101110101010110000,fail,011111110011011001111011111010101000000
010011110011011001111011101010111100100110001101100101,fail,010011110011011001111011101010111100100110001101100101
01001110001101110111101110101010110010011000110110010101110011,ok,
0000111000110110011110111010101011010001101000,ok,
10011110001101110111101110101010110100011010000110000101101101001110000011101000110111101101110,ok,
0000111100110111011110111010101111010001101000011001010110000101111001101110100,ok,
10001110001101100111101110101010110100011010000110010101110010011101110,fail,10001110001101100111101110101010110100011010000110010101110010011101110
1100111000110110011110111010101011010001101000011101110110010101111001101110100,fail,1100111000110010011110111010101011010001101000011100110111010101111001101110100
000111110011011001111011101100111010010110010101110100,ok,
01011111001101100111101111000,fail,01011111001101100111101111000
110011100011011110000,ok,
10001110001101101000001100001,ok,
1101111100110111100000110000101110001101100101,ok,
110111110011011010000011000010101000110110010101110011,fail,110111110011011010000011000010101000110110010101110011
1000111000110111100000110000101010100101101110,ok,
01011111001101111000001100001010101101,fail,01001111001101111000001100101000101101
10011111001101111000001100001010101110,fail,10011111001101111000001100001010101110
11001110001101111000001100001010101110011010010111001101101000,fail,11001110001101111000001100001010101110011010010111001101101000
0001111000110111100000110000101110111001101011,ok,
00011111001101101000001100001010101110011010110110100101101110011100111,ok,
0100111100110111100000110000101111001001100011,fail,0100111100110111100000110000101111001001100011
1100111100110111100000110000101111001001100101,fail,1100111100110111100000110000101111001001100101
01011111001101111000001100001010110011,ok,
00011111001101101000001100001010110100011010010110000101101100,ok,
1100111100110110100000110010101110000101101011,fail,1100111100110110100000111010100110000100101010
01011111001101101000001100101011100001011010110110010101110010,ok,
11011111001101101000001100101011100001011010110110010101110010011110011,fail,11011111001101101000001100101011100001011010110110010101110010011110011
11001110001101111000001100101010100001011010110110100101101110011100111,ok,
110011110011011110000011001010101000010110101101110011,ok,
000111100011011110000011001010111000010111001001110011,ok,
11011110001101101000001100101011100011,ok,
01001110001101111000001100101010100011011010010110000101101100,ok,
010111110011011110000011001010101000110110100101100001011011000111010010111001101110100,fail,000111110011011110000011001010101000110110100101100100011011000111010010111001101110100
11011110001101101000001100101010100011011010010110000101101100001101001011100110111010001110011,fail,11011110001101101000001100101010100011011010010110000101101100001101001011100110111010001110011
11011110001101101000001100101010100011011010010110000101101100001101001011110100110010101100100,ok,
1100111000110110100000110010101110001101101001011000010110110001110100101111010011010010110111001100111,fail,1000111000110110100000110010101110000111101001011000010110110001110100101111010011010010110111001100111
1100111100110111100000110010101010001101101001011000010110110001110110001111001,fail,1100111100110111100000110010101010001101101001011000010110110001110110001111001
11001110001101111000001100101010100011011010010110000101101100011110011,ok,
11011111001101101000001100101010100011011010010110000101101100011110100011010010110010101110011,fail,11011111001101101000001100101010100011011010010110000101101100011110100011010010110010101110011
0001111100110111100000110010101010001101101001011000010110110001111010001111001,fail,0001111100110111100000110010101010001101101001011000010110110001111010001111001
00001111001101111000001100101010100011011010010110010101110011,fail,00001111001101111000001100101010100011011010010110010101110011
10011110001101101000001100101011100011011010010110011001101001001100011,fail,10011110001101101000001100101011100011011010010110011001101001001100011
0100111100110110100000110010101010001101101001011001100110100100110001101100001011011000110110001111001,fail,0100110100110110100000110010101010001101101001011001100111101100110001101100001011011000110110001111001
110011100011011010000011001010101000110110100101100110011010010011000110110000101110100011010010110111101101110,ok,
01001110001101111000001100101011100011011010010110011001101001011100011011000010111010001101001011011110110111001110011,fail,01001110001101111000001100101011100011011010010110011001101001011100011011000010111010001101001011011110110111001110011
0001111100110110100000110010101110001101101001011001100110100101110001101110011,fail,0001111100110110100000110010100110001101101000010001100110100101110001101110011
0000111100110110100000110010101110001101101001011001100110100101110010101100100,ok,
1101111100110110100000110010101110001101101001011001100110100101110010101110011,fail,1101111100111110100000110010101110001001100001011001100110100101110010101110011
10011111001101111000001100101010100011011010010110011001111001,fail,10011111001101111000001100101010100011011010010110011001111001
1101111100110110100000110010101010001101110011,fail,1101111100110110100000110010101010001101110011
11011110001101101000001100101010100011011101000110000101100011001110101011011000110000101110010,fail,11011110001101101000001100101010100011011101000110000101100011001110101011011000110000101110010
01001111001101111000001100101010100011011101000111001001110101011101101,ok,
010111100011011110000011001010101001010110001101101000,ok,
00011110001101111000001100101010100101011000110110100001100101011110011,ok,
1100111100110110100000110010101010010101100100,ok,
110011110011011110000011001010111001010110010001110011,ok,
1001111000110110100000110010101110110001101100,ok,
10011111001101111000001100101010101100011011000110100101101110011100111,ok,
10001110001101101000001100101010101110011000110110010101110010,ok,
1100111100110110100000110010101110111001100100,fail,1100111100110110100000110010101110111001100100
11001110001101111000001100101010101110011001000110100101101110011100111,fail,11001111001101101000001000101010101110011001000110100101101110011100111
1000111000110110100000110010101010111001110100,fail,1000111000110110100000110010101010111001110100
1100111100110110100000110010101011001001101101,ok,
110111110011011110000011010000111001010111001001100101,fail,110111110011011110000011010000111001010111001001100101
1001111000110110100000110100101110001101100101,ok,
000111100011011010000011010010101001000110010101110010,fail,000111101011011010000011010010101011000111010101110010
1101111100110110100000110100101010010101110011,ok,
11011110001101101000001101001010101110,ok,
0001111000110110100000110100101010111001100101,ok,
100011100011011010000011010010111100100110100101110100,ok,
10001111001101111000001101001010110010011010010111010001110011,ok,
0101111100110111100000110100101011001001101001011101000111010101110000101101100,ok,
0000111100110111100000110100101111001001101001011101000111010100110000101101100011010010111010001111001,fail,0000111100110111100000110100101111001001101001011101000111010100110000101101100011010010111010001111001
1000111000110110100000110110001110100101110100,fail,1000111000110110100000110110001110100101110100
1000111000110110100000110111101010101101100101,ok,
010011100011011110000011011110111010110110010101101110,ok,
1000111000110110100000110111101010101101100101011100110110110100110000101101110,fail,1000111000110110100000110111101010101101100101011100110110110100110000101101110
11001111001101101000001101111011101110011100110110111101110010,ok,
0001111000110110100000110111101110111001110011011011110111001001110010101100100,ok,
01001111001101101000001101111011101110011100110110111101110010011110011,ok,
10011111001101111000001101111011101110011100110110111101110010011110011011010000110100101110000,ok,
0100111000110110100000110111101111001001110100,fail,0100111000110110100000110111101111001001110100
01001111001101111000001101111010110010011101000110100101101110011100111,fail,010011110011011110000011011110101100101111010001101001011011100110001110
010011100011011110000011011110101100100111010001110011,ok,
00011110001101101000001101111011110100,ok,
0100111100110111100000110111101011010001101100011010010110011101110100001110100,fail,0100111100110111100000110111101011010001101100011010010110011101110100001110100
0001111100110110100000110111101011010001110011,ok,
100011110011011010000011011110111101010111001101100101,ok,
1101111100110110100000111001001110000101111001,ok,
110111110011011110000011100100111001010110000101100100,ok,
0000111000110111100000111001001110010101100001011001000110100100110111001100111,fail,00001110001101111000001110010011100101001000010110010001101101001101110011001010
110111110011011110000011100100111010010110111001100111,fail,110111110011011110000011100100111010010110111001100111
01001111001101111000001110010011101001011011100110011101100101001110010,fail,01001111001101111000001110010011101001011011100110011101100101001110010
01001110001101101000001110010011101001011011100110011101100110011101001011001010110110001100100,fail,01001110001101101000001110010011001001011011000110011101100110011101001011001010100110001100110
11011110001101101000001110010010101001011011100110011101110011,fail,11011111001101101000001110010010101001011011100110111101111011
010111110011011010000011100100101010010110111001110100,ok,
01001110001101101000001111001,ok,
11001110001101111000001111001010110111011000010111001001100101,fail,11001110001101111000001111001010110111011000010111001001100101
010111100011011010001,ok,
00001111001101101000101101100,ok,
1100111000110110100010111010101110000101100100,fail,1100111000110110100010111010101110000101100100
110011110011011010001011101010101000010111001001100101,fail,110011110011011010001011101010101000010111001001100101
000111110011011010001011101010111010010111001001110100,ok,
1100111000110110100010111010101110100101110010011101000110100100110111001100111,ok,
110111100011011010010,ok,
10001111001101101001001100011,ok,
11011111001101101001001101001,ok,
010011100011011110011,ok,
00011111001101111001101101100,ok,
000011100011011010100,fail,000011100011011010100
1000111000110110101000110000101010001001101001011011000110100101111010001111001,fail,1000111000110110101000110000101010001001101001011011000110100101111010001111001
000111110011011010100011000010101000100110110001100101,ok,
0101111000110110101000110000101010001101101011,ok,
10011110001101101010001100001010100100011010010111010101101101,fail,10011110001101100011001110011010100100011010010111010101101101
1001111100110110101000110000101110011001100110,ok,
10011110001101111010001100001010100110011001100110100101101110011100111,ok,
0000111100110110101000110000101010011101100101,fail,0000111100110110101000110000101010011101100101
000011110011011110100011000010111001110110010101110011,ok,
1101111100110110101000110000101010100101101110011011000110010100111001101110011,fail,1111111100110110101000110000101010100101101110011011000110010100111001111100011
0100111000110111101000110000101010101101100101011010000110111100110110001100100011001010111001001110011,fail,0100111000110111100000110000101010100101100101011010010110111100110110001100100011001010111001001110011
0101111000110110101000110000101110110101110000,ok,
010111100011011110100011000010101011010111000001110011,fail,010111100011011110100011000010101011010111000001110011
01011111001101101010001100001010101110,fail,01011111001101101010001100001010101110
1100111000110110101000110000101110111001100100,fail,1100111000100110101000110000101010111001100000
00011110001101111010001100001010101110011001000110000101110010011100100,ok,
1001111100110111101000110000101010111001100100011000010111001000110010001110011,ok,
11001111001101111010001100001010101110011001000110100101101110011100111,ok,
0100111000110111101000110000101010111001100100011010010110111000110011101110011,fail,0100111000110111101000110000101010111001100100011010010110111000110011101110011
110011100011011110100011000010101011100110010001110011,fail,110011100011011110100011000010101011100110010001110011
11001111001101101010001100001010101110011001100110111101110010011100100,ok,
10011110001101111010001100001011101110011011000110010101111001,ok,
11001111001101101010001100001011110010,ok,
10011110001101111010001100001010110010011100100110100101101110011100111,ok,
1100111000110110101000110000101011001001110011,ok,
010111110011011110100011000010101100100111001101101101011001010111100100110001101101000011000010110111001110100,fail,010111110011011110100011000011101100100111001101101101011001010111100100110101101001000011000010110111001110100
0001111100110110101000110000101111001001110100,ok,
01001110001101111010001100001010110010011101000110010101100100,ok,
10001111001101101010001100001011110010011101000110010101110010,ok,
00011110001101111010001100001010110010011101000110100101101110011100111,ok,
000111110011011110100011000010101100100111010001110011,fail,000111110011011110100011000010101100100111010001110011
01011110001101101010001100001011110010011101000111010101110000,ok,
01001111001101101010001100001011110100,ok,
1000111100110110101000110000101111010001100101,fail,1000111100110110101000110000101111010001100101
000111110011011110100011000010101101000110010101100100,ok,
1100111100110111101000110000101011010001100101011011010110010101110111001110100,fail,1100111100110111101000110000101011010001100101011011010110010101110111001110100
010011110011011010100011000010101101000110010101101101011001010011011100111010001110011,fail,010011110011011010100011000010101101000110010101101101011001010011011100111010001110011
100011110011011110100011000010101101000110010101110011,ok,
0101111100110110101000110000101111010001100101011101110110100101110010001100101,fail,0101111100110110101000110000101111010001100101011101110110100101110010001100101
000111110011011010100011000010111101000110100101100011,ok,
11001110001101101010001100001011110100011010010110111001100111,ok,
00001110001101111010001100001010110100011010010110111101101110,ok,
000111100011011010100011000010101101000110100101101111011011100111001010111001001111001,ok,
10001110001101111010001100001010110100011010010110111101101110011110011,ok,
10011111001101101010001100001010110100011010010111001101110100011101001011000110110000101101100,ok,
010011110011011010100011000010101101000110100101110011011101000111010010110001101110011,fail,010011110011011010100011000010101101000110100101110011011101000111010010110001101110011
0100111000110110101000110000101011010001110011,fail,0100111000110110101000110000101011010001110011
110011100011011110100011000010111101000111010101110011,ok,
11011110001101101010001100001010110100011101010111010001100101,ok,
01011110001101101010001100001010110100011101010111010001100101011110011,fail,01011110001101101010001100001010110100011101010111010001100101011110011
0001111100110110101000110000101011010001110101011101000110111101111001001111001,fail,0001111100110110101000110000101011010001110101011101000110111101111001001111001
11001111001101101010001100001010111001,ok,
100111110011011110100011000010111110010110010101100100,fail,100011110011011110000001000010111110010110010101100100
01001110001101101010001100001010111001011010010110111001100111,ok,
1100111000110110101000110000101111100101110011,ok,
00011110001101111010001100100,ok,
10001111001101101010001100101,fail,10001111001101101010001100101
010011110011011010100011001010101000010110010001111001,fail,0100111100110110101000110011101010010101100100011110010
1101111000110111101000110010101010000101101100,fail,1101111000110111101000110010101010000101101100
1000111100110111101000110010101110000101101101,fail,1000111100110111101000110010101110000101101101
1100111000110111101000110010101110010101101100,ok,
11001111001101101010001100101010100101011100100110100101101110011100111,ok,
01011110001101111010001100101010101101,fail,01011110001101111010001100101010101101
10011110001101111010001100101010110000,fail,10011110001101111010001100101010110000
0100111000110111101000110010101111000001101000011000010110111000110100101100101,ok,
11011110001101101010001100101010110000011010000110010101101110,ok,
1001111100110111101000110010101111000001110011,ok,
010111100011011110100011001010111100100110010101101111,fail,010111100111011110100011001010111000100010010101101111
01011111001101101010001100101010110010011011000110100101101110011100111,fail,01011111001101101010001100101010110010011011000110100101101110011100111
1101111000110111101000110010101011011001100101,fail,1101111000110111101000110010101011011001100101
000111100011011010100011001010111101100110010101101110,ok,
00011111001101111010001100101010110110011001010110111001110011,fail,00011111001101111010001100101010110110011001010110111001110011
00011111001101111010001100101010110111011000010111001001110100,ok,
0001111100110111101000110100101010001101101011,ok,
10001111001101111010001101001010100011011010110110010101110010,fail,10001111001101111010001101001010100011011010110110010101110010
00001111001101111010001101001010100011011010110110010101110010011110011,ok,
000111110011011010100011010010111000110110101101110011,ok,
010011110011011010100011010010111000110110101101111001,ok,
1101111000110111101000110100101110110001101100,ok,
1100111100110111101000110111101010001101101011,ok,
1100111000110110101000110111101110001101101011011010000110111101110110001101101,ok,
0100111100110110101000110111101110001101101011011010010110111000110011101110011,fail,0100111100110110101000110111101110001101101011011010010110111000110011101110011
110011110011011010100011011110111000110110101101110011,ok,
010111100011011010100011011110101011000110010101101110,ok,
11011110001101101010001101111010101101011000010110001101101000,fail,11011110001101101010001101111010101101011000010110001101101000
0000111000110111101000110111101010111001100101,ok,
000011100011011010100011011110111011100110010101110011,fail,000011100011011010100011011110111011100110010101110011
0000111100110111101000110111101010111101100100,ok,
11001110001101111010001101111010110000,ok,
01011110001101101010001101111010110000011100000110010101100100,fail,01011010001101101010001101111010110000011100000100010111100100
00001110001101101010001101111010110000011100000110100101101110011100111,fail,00001110001101101010001101111010110000011100000110100101101110011100111
1100111100110111101000110111101111000001110011,fail,1100111100110111101000110111101111000001110011
00011111001101101010001101111011110010011000010110011101100101,ok,
1001111000110111101000110111101111001001100101,ok,
000011100011011010100011011110101100100110010101100100,ok,
100111100011011010100011011110101100100110010101110011,fail,100111100011011010100011011110101100100110010101110011
10001111001101101010001101111010110010011010010110010101110011,ok,
0101111100110111101000110111101011001001101101,fail,0101111100110111101000110111101011001001101101
0000111100110111101000110111101011001001111001,ok,
01001111001101101010001110010,fail,01001111001101101010001110010
11011111001101111010001110010010100001011010010110011101101000001110100,fail,11011111001101111010001110010010100001011010010110011101101000001110100
100111100011011010100011100100111000010110100101101110,fail,100111100011011010100011100100111000010110100101101110
000111110011011010100011100100101000010110111001100100,ok,
00011111001101101010001110010010100001011011100110011101100101,ok,
01001111001101101010001110010010100001011011100110011101100101001110010,ok,
1000111100110111101000111001001110000101110000,ok,
0100111100110110101000111001001110000101110100011001010110011100110100101100011,fail,0100111100110110101000111001001110000101110100011001010110011100110100101100011
000011110011011110100011100100111000010111010001100101011001110111010010110010101110011,fail,001011110011011110100011100100111000010111010001100101011001110111000000110010101110011
11001111001101101010001110010011100001011101000110010101100111011111001,fail,11001111001101101010001110010011100001011101000110010101100111011111001
100011110011011010100011100100111001010110000101101101,fail,100011010011011010101011100100111000010110000101101100
0101111000110110101000111001001110010101100001011011010110100100110111001100111,ok,
10001110001101111010001110010010100101011000010110110101110011,fail,10001110001101111010001110110010101101011000010110110100110011
010011100011011110100011100100111001010110010101110100,ok,
01001111001101101010001110010010100101011001010111010001110011,ok,
11001111001101101010001110010011100101011011100110011101110100011101000,fail,11001111001101101010001110010011100101011011100110011101110100011101000
010111110011011110100011100100111001010110111001100111011101000011010000110010101101110,ok,
100111100011011110100011100100111001010110111001100111011101000011010000110010101101110011010010110111001100111,ok,
0100111000110110101000111001001110010101101110011001110111010000110100001110011,fail,0100111000110110101000111001001110010101101110011001110111010000110100001110011
010111110011011010100011100100111001010111001101110011,fail,010111110011011010100011100100111001010111001101110011
10001111001101101010001110010010100101011101000110001101101000,fail,10001111001101101010001110010010100101011101000110001101101000
000111100011011110100011100100111010010110001101110100,ok,
10001110001101111010001110010011101001011000110111010001101100011111001,fail,10001110001101111010001110010011101001011000110111010001101100011111001
110011110011011110100011100100101010010110101101100101,fail,110011110011011111100011000100101011010110101111100101
11001110001101101010001110010011101001011010110110010101110011,ok,
00001110001101101010001110010011101001011010110110100101101110011100111,fail,00001110001101101010001110010011101001011010110110100101101110011100111
000111110011011010100011100100111010010110111001100111,ok,
00011110001101111010001110010010101001011011100110011101110011,fail,10011110001101111010001110010100101001011011100110011101110011
0100111100110111101000111001001010100101110000,ok,
10001110001101101010001110010011101001011100000110010101110011,fail,10001110001101101010001110010011101001011100000110010101110011
010011110011011010100011100100111010010111000001110011,fail,010011110011011010100011100100111010010111000001110011
010011110011011110100011100100101011110110101101100101,ok,
100111110011011010100011100100111011110110111001100111,ok,
00001111001101101010001110010011101111011011100110011101100101001110010,fail,00001111001101101010001110010011101111011011100110011101100101001110010
00001111001101101010001110010011101111011011100110011101101100011111001,fail,00001111001101101010001110010011101111011011100110011101101100011111001
110111100011011010100011100100111101010110001101101011,ok,
100011100011011110100011100100101101010110001101110100,fail,100011100011011110100011100100101101010110001101110100
000011100011011010100011100100111101010110001101110100011101010111100100110000101101100,fail,000011100011011010100011100100111101010110001101110100011101010111100100110000101101100
1101111100110110101000111001001111010101100011011101000111010100111001001100101,fail,1101111100110110101000111001001111010101100011011101000111010100111001001100101
100011110011011110100011100100111101010110001101110100011101010111100100110010101100100,fail,100011110011011110100011100000111101010110001101110100011101010111100100100010101100110
010111110011011110100011100100111101010110001101110100011101010111100100110010101110011,ok,
11001111001101101010001110010010110101011001110110011101101100001100101,ok,
100011110011011010100011101010101000010111001001110100,ok,
0001111000110110101000111010101010001101101011,fail,0001111000110110101000111010101010001101101011
01001111001101101010001110101010100100,fail,01001111001101101010001110101010100100
10011111001101111010001110101011100100011001010110111001110100,ok,
00011111001101111010001110101011100100011001010110111001110100011110011,ok,
00001110001101111010001110101011100100011010010110010101100100,ok,
10011110001101111010001110101011100100011010010110010101110011,fail,10011110001101111010001110101011100100011010010110010101110011
110011110011011010100011101010101001000110100101101111,ok,
11001110001101111010001110101011100100011010010110111101110011,fail,11001110001101111010001110101011100100011010010110111101110011
0001111000110110101000111010101110010001111001,fail,0001111000110110101000111010101110010001111001
00011111001101111010001110101010100100011110010110100101101110011100111,ok,
1101111100110110101000111010101110011001100110,ok,
10001110001101111010001110101010100110011001100110010101100100,ok,
11011111001101111010001110101010101110011011100110100101101110011100111,fail,11011111001101111010001110101010101110011011100110100101101110011100111
100111110011011110100011101010111100000110100101100100,fail,100111110011011110100011101010111100000110100101100100
1100111100110110101000111100101110110001100101,ok,
110011110011011110100011110010101011000110010101110011,ok,
01011110001101101010001111001011101100011010010111001101101000,ok,
100011100011011110100011110010111011000111010101110011,fail,100011100011011110100011110010111011000111010101110011
100111100011011110101,fail,100111100011011110101
01011110001101101010101100010,ok,
100011110011011010101011000100111000010111001001110101,ok,
0101111000110111101010110001001110001101101111011011010110110100110100101110100011101000110010101100101,fail,01011110001101110010101100010011100011011011110110110101100101001101001011101000111010000100101011001010
00001110001101111010101100010011100100011010010111011001101001001110011011010010110111101101110,fail,00001110001101111010101100010011100100011010010111011001101001001110011011010010110111101101110
00001111001101111010101100010011101010011001010110001101110100,ok,
10001111001101111010101100010011101010011001010110001101110100011110011,fail,10001111001101111010101100010011101010011001010110001101110100011110011
00001111001101101010101100010010101100011010010110110101100101,fail,00001111011101101011101100010110101100011010010110110101100101
1100111000110110101010110001001010110001101001011011010110010101110010001101001011100100110010101100011011101000110111101110010101111001,fail,1100111000110110101011110001001010110001101001011011010110010101110010001101001011100100110010101100001011101001110111101110010101111001
010011100011011010101011000100101011010110100101110011011100110111010010110111101101110,fail,010011100011011010101011000100101011010110100101110011011100110111010010110111101101110
11001111001101111010101100010010101101011010010111001101110011001101001011011110110111001110011,fail,110011110011011110101011000100100011010110100101110011011100110011010010110111100101110011100110
010011110011011110101011000100101011010110100101110100,fail,010011110011011110101011000100101011010110100101110100
0100111000110111101010110001001010110101101001011101000111010001110010101100100,fail,0100111010110111101010110001001010110101101001011101000111010001110011101100101
010111100011011010101011000100101011010110100101110100011101000011010010110111001100111,fail,010111100011011010101011000100101011010110100101110100011101000011010010110111001100111
1001111100110111101010110001001011001101100011011100100110100101110001001100101,fail,1001101100110111101010110001001001001111100011011100100110100101110001001100101
110011110011011110101011000100101100110110001101110010011010010111000100110010101110010,fail,110011010011011110101011000100101100110110001101110010011010010111000100100000101110010
01001110001101101010101100010010110011011000110111001001101001001100010011001010111001001110011,fail,01001110001101101010101100010010110011011000110111001001101001001100010011001010111001001110011
1100111100110111101010110001001111001101100011011100100110100100111000001110100011010010110111101101110,fail,1100111100110111101000110001001111001101100011011100110110100100011000001110100011010010110111101001110
010011100011011110101011000100101100110110001101110010011010010111100000111010001101001011011110110111001110011,fail,010011100011011110101011000100101100110110001101110010011010010111100000111010001101001011011110110111001110011
000011110011011010101011000100101100110110010101100011011101000111010010110111101101110,fail,000011110011011010101011000100101100110110010101100011011101000111010010110111101101110
010111110011011010101011000100111100110110010101110001011101010111001010110111001110100,ok,
1101111100110110101010110001001011001101100101011100010111010100110010101101110011101000110110001111001,fail,1101110100110110101010110001001011001101000100011100010111010100110010101101110011101000110110001111001
0101111100110110101010110001001011001101101001011001000110100100110000101110010011010010110010101110011,fail,01011111001101001010101100010010110011011010010110010001101001001100001011100100110100101100101011110110
100111110011011110101011000100111100110110100101100100011010010011000010111001001111001,ok,
1000111000110111101010110001001011001101110100011000010110111000110001101100101,fail,1010111000110111101010110001001011101101110101011000011100111000110001101100101
000011100011011010101011000100101100110111010001100001011011100111000110110010101110011,ok,
10001110001101101010101100010010110011011101000110000101101110011110100011010010110000101101100,fail,10001110001101101010101100010010110011011101000110000101101110011110100011010010110000101101100
000011110011011010101011000100111100110111010001100001011011100011101000110100101100001011011000110110001111001,fail,000011110011011010100011000100110100110111010001100101011011100011101000110100101100001011011000110110001111001
110011110011011110101011000100101100110111010001101001011101000111101010111010001100101,fail,110011110011011110101011000100101100110111010001101001011101000111101010111010001100101
110011110011011110101011000100111101000110110001100101,fail,110011110011011110101011000100111101000110110001100101
10001110001101111010101100010010110101011100100110001001100001011101110,ok,
11001111001101111010101100011010100011011001010110010101100100,ok,
10011111001101101010101100011011100011011001010111001101110011,ok,
100111100011011010101011000110111000110110010101110011011100110111001100111010101101100,ok,
0001111000110110101010110001101010001101100101011100110111001100110011001110101011011000110110001111001,fail,0001111000110110100010110001101010001101100100011100110111001100110011001110101011011000110110101011001
01011110001101101010101100011010101000,fail,01011110001101101010101100011010101000
10011110001101101010101100011010101011,fail,10011110001101101010101100011010101011
00011111001101101010101100011010101011011010010110111001100111,ok,
1001111100110110101010110001101110101101110011,ok,
0100111000110111101010110010001110000101101110,ok,
110011110011011010101011001000111001000110010101101110,fail,110011110011011010101011001000111001000110010101101110
